title,originallink,link,description,pubDate
"보아, '25년 인연' SM과 결별 후 근황…&quot;잘 지내고 있어&quot; [RE:스타]",https://www.tvreport.co.kr/entertainment/article/994248/,https://m.entertain.naver.com/article/213/0001372162,회색 집업과 검은색 레더 소재 아우터를 걸치고 검은 비니와 투명 <b>뿔테 선글라스</b>를 쓴 채 카메라를 응시하고 있다. 사진을 찍는 그의 표정은 미소를 띠고 있어 그를 기다린 팬들로 하여금 반가움을 안긴다. 보아는 2000년... ,"Fri, 30 Jan 2026 16:34:00 +0900"
"‘괴짜’ 남궁민, 파리지엥 변신…<b>선글라스</b> 벗고 <b>뿔테</b> 장착(천변)",https://www.newsen.com/news_view.php?uid=202211040802200410,https://m.entertain.naver.com/article/609/0000649410,무엇보다 천지훈은 트레이드마크이자 보는 이를 킹 받게 만드는데 일조했던 ‘<b>선글라스</b>’와 ‘빠마머리’가 아닌 <b>뿔테</b> 안경과 단정한 헤어스타일을 선보이며 파리 훈남으로 변신해 눈길을 끈다. 이처럼 괴짜 같은 평소... ,"Fri, 04 Nov 2022 08:05:00 +0900"
겨울 코디가 지루할 때? 유럽 언니들처럼 ‘<b>선글라스</b>’를 꺼내세요,https://www.allurekorea.com/2025/12/20/%ed%8c%a8%ec%85%94%eb%8b%88%ec%8a%a4%ed%83%80%ea%b0%80-%eb%90%98%ea%b3%a0-%ec%8b%b6%eb%8b%a4%eb%a9%b4-%ec%98%b7-%ea%b0%80%eb%b0%a9-%ec%96%91%eb%a7%90%ec%97%90-%ec%9e%88%eb%8a%94-%ec%9d%b4%ea%b1%b8-2-9/?utm_source=naver&utm_medium=partnership,https://www.allurekorea.com/2025/12/20/%ed%8c%a8%ec%85%94%eb%8b%88%ec%8a%a4%ed%83%80%ea%b0%80-%eb%90%98%ea%b3%a0-%ec%8b%b6%eb%8b%a4%eb%a9%b4-%ec%98%b7-%ea%b0%80%eb%b0%a9-%ec%96%91%eb%a7%90%ec%97%90-%ec%9e%88%eb%8a%94-%ec%9d%b4%ea%b1%b8-2-9/?utm_source=naver&utm_medium=partnership,"@leoniehanne 퍼, 패딩+빅프레임 <b>선글라스</b> 겨울에는 볼륨감 있는 퍼코트와 패딩에 밀리지 않는 눈을 넓게 가리는 큼직한 프레임의 <b>선글라스</b>를 선택하세요. 이때 글로시한 패딩에는 매트한 질감의 <b>뿔테</b>를, 무광 패딩에는... ","Mon, 22 Dec 2025 12:12:00 +0900"
"현대백화점 울산점 상륙 ‘나인어코드’, 팝업스토어 통해 다양한 선글...",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160272466693613,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160272466693613,"가장 최근에는 아이브의 장원영이 공항패션으로 <b>뿔테 선글라스</b> Horn XO 제품을 착용하였으며, 인기 예능 언니네 산지직송에서 염정아와 안은진이 각각 Horn WOO와 Horn LIME 선글라스를 착용하면서 연예인 선글라스로... ","Tue, 20 Aug 2024 11:32:00 +0900"
컬러 <b>뿔테</b>-개성 <b>선글라스</b> 뜬다,http://www.fnnews.com/view?ra=Sent0601m_01A&corp=fnnews&arcid=201201300200005670001389&cDateYear=2012&cDateMonth=02&cDateDay=06&,https://n.news.naver.com/mnews/article/014/0002593221?sid=101,이번 수주회를 통해서 2012 안경 및 <b>선글라스</b> 트렌드를 살펴보자. #<b>뿔테</b> 안경의 여전한 강세 속에 컬러풀한 <b>뿔테</b> 안경 대거 선보여 2012년에도 <b>뿔테</b> 안경의 인기는 계속될 것으로 보인다. 세련된 디자인이지만... ,"Mon, 06 Feb 2012 11:21:00 +0900"
"안경 브랜드 나인어코드, '2025 대구국제안경전 디옵스' 참가",http://www.kdpress.co.kr/news/articleView.html?idxno=136742,http://www.kdpress.co.kr/news/articleView.html?idxno=136742,"이번 2025 시즌에서는 'Horn RAPHA'라는 <b>뿔테 선글라스</b>가 최근 가장 유행하고 있는 긱시크 스타일에 나인어코드만의 센스가 들어가 있는 디자인이라 가장 큰 각광을 받고 있으며, 베스트셀러 뿔테안경 Horn ELISA의 BIG... ","Thu, 03 Apr 2025 16:24:00 +0900"
"<b>선글라스</b>, 女작아진 프레임···男빈티지 <b>뿔테</b>",http://www.asiae.co.kr/news/view.htm?idxno=2012051009452471932,https://n.news.naver.com/mnews/article/277/0002783144?sid=101,특히 올해는 빈티지 스타일의 <b>뿔테 선글라스</b>가 지적인 느낌과 동시에 젊은 감각을 추구하는 남성들로부터 큰 인기를 얻을 것으로 보인다. 라코스테가 선보인 L648SK 선글라스는 컬러풀하고 고급스러운 소재와 템플의... ,"Thu, 10 May 2012 09:52:00 +0900"
"프로미스나인 새롬, <b>뿔테 선글라스</b> 미모[포토엔HD]",https://www.newsen.com/news_view.php?uid=202306160913451810,https://m.entertain.naver.com/article/609/0000737052,"프로미스나인(채영, 새롬, 지원, 나경, 서연, 지선, 하영, 지헌)이 6월 16일 오전 서울 영등포구 여의도동 KBS 신관에서 열린 KBS 2TV ‘뮤직뱅크’ 리허설에 참석해 포즈를 취하고 있다.","Fri, 16 Jun 2023 09:14:00 +0900"
"나인어코드, 2024 신상 <b>선글라스</b> 12종 선보여",https://www.ksilbo.co.kr/news/articleView.html?idxno=992508,https://www.ksilbo.co.kr/news/articleView.html?idxno=992508,더불어 작년에 인기가 많았던 <b>뿔테 선글라스</b> 제품인 Horn XO 모델에 영감을 받아 각이 져 오각형의 렌즈 모양을 연상케 하는 Horn D.K 모델과 둥근 직사각형의 캣아이 스타일인 Horn LAB 모델이 탄생하였다.... ,"Wed, 21 Feb 2024 09:22:00 +0900"
올 가을을 위한 <b>뿔테</b> 안경 쇼핑리스트! 미우미우부터 젠틀몬스터까지,https://www.wkorea.com/2023/10/20/%ec%98%ac-%ea%b0%80%ec%9d%84%ec%97%94-%eb%bf%94%ed%85%8c-%ec%95%88%ea%b2%bd/?utm_source=naver&utm_medium=partnership,https://www.wkorea.com/2023/10/20/%ec%98%ac-%ea%b0%80%ec%9d%84%ec%97%94-%eb%bf%94%ed%85%8c-%ec%95%88%ea%b2%bd/?utm_source=naver&utm_medium=partnership,팬티 바람(?)으로 베니스 영화제에 참석했던 배우이자 미우미우 앰버서더 엠마 코린도 클래식한 <b>뿔테 선글라스</b>를 착용했죠. 본인이 갖고 있던 소지품들로 공항 패션을 완성해 큰 화제가 되었던 전도연. 그녀가 착용한... ,"Fri, 20 Oct 2023 14:16:00 +0900"
이지아 <b>선글라스</b> 유니크한 모양+브라운 <b>뿔테</b> &quot;봄 유행 예감&quot;,http://www.asiatoday.co.kr/view.php?key=20140327000528476,http://www.asiatoday.co.kr/view.php?key=20140327000528476,이날 이지아는 얼굴의 반을 가리는 유니크한 모양의 브라운 <b>뿔테</b>의 <b>선글라스</b>를 착용해 세련미와 시크함을 더했다. 이지아 <b>선글라스</b>를 본 누리꾼들은 &quot;이지아 <b>선글라스</b> 봄에 유행할 듯&quot; &quot;이지아 <b>선글라스</b> 어떤... ,"Thu, 27 Mar 2014 05:58:00 +0900"
"조여정, 수다 떨기 좋은 날! <b>뿔테</b> 안경에 헤어 밴드 43세 장꾸미 데이트...",http://www.fashionn.com/board/read_new.php?table=1024&number=48318,http://www.fashionn.com/board/read_new.php?table=1024&number=48318,배우 조여정이 수다 떨기 좋은 날 <b>뿔테 선글라스</b>에 헤어 밴드를 한 꾸안꾸룩으로 데이트를 즐겼다. 조여정은 최근 자신의 인스타그램에 “삶은 날씨고 삶은 식사다. 가을수다”라는 글과 함께 외출 사진을 게재했다.... ,"Tue, 17 Oct 2023 13:58:00 +0900"
이용진 인스타그램에도 허세는 작렬? <b>뿔테</b>안경과 <b>선글라스</b>,http://www.g-enews.com/ko-kr/news/article/news_all/201903311032576829fa075a9870_1/article.html,http://www.g-enews.com/ko-kr/news/article/news_all/201903311032576829fa075a9870_1/article.html,그의 인스타그램 등을 통해 평소 그의 스타일에 대해 갑론을박을 하고 있다. 역시 허세였다고 믿는 팬들도 생겨났다. <b>선글라스</b>와 <b>뿔테</b> 안경을 쓴 사진에서는 &quot;정말 허세가 보인다&quot;고 말하는 팬들도 있었다. 온라인뉴스부,"Sun, 31 Mar 2019 10:36:00 +0900"
"국내 아이웨어 브랜드 '나인어코드', 2024 신상 <b>선글라스</b> 10여종 선보여",http://www.kdpress.co.kr/news/articleView.html?idxno=126697,http://www.kdpress.co.kr/news/articleView.html?idxno=126697,'Horn WING' 모델의 경우에는 나인어코드에서 처음으로 선보이는 투브릿지 <b>뿔테 선글라스</b>이다. 레트로한 보잉 스타일로 렌즈 사이즈가 60mm나 되는 아주 큰 빅 사이즈 선글라스에 속한다. 나인어코드... ,"Fri, 23 Feb 2024 09:06:00 +0900"
"‘나인어코드’, 다양한 디자인의 2024 신상 <b>선글라스</b> 출시",https://www.siminilbo.co.kr/news/newsview.php?ncode=1160273508260730,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160273508260730,"나인어코드는 지난해 보다 더 많아진 종류의 크고 작은 사이즈에 <b>뿔테</b>, 하금테, 메탈, 콤비 <b>선글라스</b> 등 다양한 디자인의 <b>선글라스</b>를 선보였다. <b>뿔테</b> 라인으로는 Horn D.K / Horn LAB / Horn WOO / Horn DOO / Horn WING... ","Thu, 22 Feb 2024 11:14:00 +0900"
<b>뿔테</b>안경 너마저,https://www.marieclairekorea.com/fashion/2023/08/y2k-glasses/?utm_source=naver&utm_medium=partnership,https://www.marieclairekorea.com/fashion/2023/08/y2k-glasses/?utm_source=naver&utm_medium=partnership,모터사이클 <b>선글라스</b> 형태를 닮은 <b>뿔테</b>안경으로 누구나 쉽게 따라 할 수 있는 힙한 스타일을 선보였습니다. 셀럽들의 <b>뿔테</b>안경 스타일 중에 여러분의 선택은 무엇인가요?,"Thu, 17 Aug 2023 10:04:00 +0900"
"나르샤 데님, 청청패션과 <b>뿔테 선글라스</b>로 복고 종결자 등극",http://www.interview365.com/news/5846,http://www.interview365.com/news/5846,나르샤 데님 ⓒ 나르샤 트위터 게재된 사진 속에서 나르샤는 청바지에 데님 청재킷을 입고 큰 <b>뿔테 선글라스</b> 안경을 끼고 있다. 또한 나르샤는 염색을 가미한 웨이브 스타일의 긴 헤어를 묶고 선글라스를 잡은 채 입을... ,"Sat, 30 Jul 2011 19:44:00 +0900"
'젝스키스' 강성훈·은지원· 셀카 대결…<b>선글라스</b>vs<b>뿔테</b> 안경 '훈훈',http://www.newspim.com/news/view/20160812000362,http://www.newspim.com/news/view/20160812000362,"공개된 사진 속에는 미러 <b>선글라스</b>를 쓰고 포즈를 취하고 있는 강성훈의 모습이 담겨 있다. 운전석에 앉아... 사진 속에는 <b>뿔테</b> 안경을 쓰고 셀카를 찍는 은지원의 모습이 담겨 있다. 한편, 강성훈 은지원이 속한 그룹... ","Fri, 12 Aug 2016 19:29:00 +0900"
핸드폰 다음은 안경·스피커·핀?…차세대 AI 기기의 ‘폼팩터 전쟁’,https://www.hani.co.kr/arti/economy/it/1241514.html,https://n.news.naver.com/mnews/article/028/0002788186?sid=105,<b>뿔테</b>안경이나 <b>선글라스</b>의 형태를 취하고 있는 메타의 인공지능 안경은 내장된 카메라로 인공지능과 함께 정보를 볼 수 있을 뿐 아니라 프레임에 내장된 스피커로 답을 들을 수 있다. 지난해 9월 공개된 ‘메타 레이밴... ,"Sun, 25 Jan 2026 15:12:00 +0900"
"[MD포토] 동방신기 '윤호 <b>뿔테</b>· 창민 <b>선글라스</b>, 패션 포인트'",http://www.mydaily.co.kr/news/read.html?newsid=201206221412341115&ext=na,https://m.entertain.naver.com/article/117/0002244319,[] 동방신기 22일 오후 인천공항을 통해 홍콩 아시아 월드 엑스포 아레나에서 열릴 예정인 KBS 2TV '뮤직뱅크'공연에 출연하기위해 출국하며 유노윤호(오른쪽)는 <b>뿔테</b>로 최강창민은 <b>선글라스</b>로 포인트를 준 패션을... ,"Fri, 22 Jun 2012 14:12:00 +0900"
"<b>선글라스</b> 브랜드 ‘나인어코드’, 더현대 대구 팝업페스타 참가",https://www.raonnews.com/news/article.html?no=16314,https://www.raonnews.com/news/article.html?no=16314,특히 △르세라핌 허윤진 △NCT 태용 △송지효 △효민 △제로베이스원 김지웅 등 연예인들도 많이 착용한 요즘 유행하는 스타일의 <b>뿔테 선글라스</b> △Horn XO △Horn LUZ △Horn LEDIN △Horn LUK 등의 제품이 방문객들에게 가장... ,"Fri, 07 Jul 2023 16:28:00 +0900"
"‘애인있어요’ 김현주, <b>선글라스</b>·<b>뿔테</b>안경…1인2역 완벽 변신",http://sports.donga.com/3/all/20150729/72760941/2,https://m.entertain.naver.com/article/382/0000385269,또 다른 사진에선 귀여운 파마머리에 <b>뿔테</b>안경을 쓰고 누군가와 통화를 하고 있다. 만삭에 휴게소 통감자를 품에 안고 있어 시선을 사로잡는다. 김현주는 ‘애인있어요’에서 전혀 다른 성격의 쌍둥이 자매 도해강과... ,"Wed, 29 Jul 2015 09:37:00 +0900"
"패션 치트키, 볼드한 <b>뿔테</b> 안경",https://www.wkorea.com/2022/06/28/%eb%bf%94%ed%85%8c-%ec%93%b4-%ec%97%ac%ec%9e%90/?utm_source=naver&utm_medium=partnership,https://www.wkorea.com/2022/06/28/%eb%bf%94%ed%85%8c-%ec%93%b4-%ec%97%ac%ec%9e%90/?utm_source=naver&utm_medium=partnership,김나영 김나영의 시그니처 아이템과도 같은 젠틀몬스터의 네모난 <b>뿔테</b>안경. 수백 가지 <b>선글라스</b> 스타일링을 즐기는 그녀지만 <b>뿔테</b>안경만큼은 한 가지 제품만을 고집하는 그녀로 인해 해당 제품은 품절 대란까지 일어났을... ,"Tue, 28 Jun 2022 11:04:00 +0900"
"머스트잇, 무더위에 명품 <b>선글라스</b> 판매량 2배 이상 증가",https://www.imaeil.com/page/view/2023071015353577950,https://n.news.naver.com/mnews/article/088/0000824302?sid=004,"몽클레르 하금테 <b>선글라스</b>는 <b>뿔테</b>와 금테의 조합이 클래식한 매력을 주는 <b>선글라스</b>이며, 발렌시아가 오벌 <b>선글라스</b>는 최근 MZ세대 사이에 큰 유행을 끌고 있다. 구찌 스퀘어 <b>선글라스</b>는 다리 면의 커다란 구찌 로고가... ","Mon, 10 Jul 2023 15:36:00 +0900"
명품 로고 ‘콕’ 박히니 불나게 팔리네…‘연예인 <b>선글라스</b>’ 뭐길래,https://www.mk.co.kr/article/10780460,https://n.news.naver.com/mnews/article/009/0005156035?sid=103,"몽클레르 하금테 <b>선글라스</b>는 <b>뿔테</b>와 금테의 조합이 돋보이는 제품이며, 발렌시아가 오벌 <b>선글라스</b>는 최근 MZ세대 사이에서 유행하고 있다. 구찌 스퀘어 <b>선글라스</b>는 다리 면의 커다란 구찌 로고가 특징이다. 여름철... ","Mon, 10 Jul 2023 09:25:00 +0900"
"머스트잇, 무더위에 명품 <b>선글라스</b> 판매량 2배 이상 증가",https://www.news1.kr/articles/5102906,https://n.news.naver.com/mnews/article/421/0006916806?sid=101,몽클레르 하금테 <b>선글라스</b>는 <b>뿔테</b>와 금테의 조합이 클래식한 매력을 주는 <b>선글라스</b>다. 발렌시아가 오벌 <b>선글라스</b>는 최근 MZ세대 사이에 큰 유행을 끌고 있다. 구찌 스퀘어 <b>선글라스</b>는 다리 면의 커다란 구찌 로고가... ,"Mon, 10 Jul 2023 09:00:00 +0900"
"머스트잇, 올여름 남녀 최다 구매 <b>선글라스</b> 아이템은?",http://www.slist.kr/news/articleView.html?idxno=464850,http://www.slist.kr/news/articleView.html?idxno=464850,몽클레르 하금테 <b>선글라스</b>는 <b>뿔테</b>와 금테의 조합이 클래식한 매력을 주는 <b>선글라스</b>이며 발렌시아가 오벌 <b>선글라스</b>는 최근 MZ세대 사이에 큰 유행을 끌고 있다. 구찌 스퀘어 <b>선글라스</b>는 다리 면의 커다란 구찌 로고가... ,"Mon, 10 Jul 2023 07:24:00 +0900"
"<b>선글라스</b> 브랜드 '나인어코드', 인천공항 현대백화점 면세점 온∙오프라...",https://www.sisunnews.co.kr/news/articleView.html?idxno=187838,https://www.sisunnews.co.kr/news/articleView.html?idxno=187838,"그러면서 &quot;이번 현대백화점 면세점에서 선보이는 제품의 경우 'Horn XO', 'Kissing SALLY', 'Kissing FRAN L', 'Horn LOWELL' 등 <b>뿔테 선글라스</b>부터 메탈 그리고 하금테까지 다양한 선글라스들을 만날 수 있다. 더불어... ","Fri, 04 Aug 2023 10:20:00 +0900"
"<b>선글라스</b> 브랜드 '나인어코드', 인천공항 현대백화점 면세점 온∙오프라...",https://www.woodkorea.co.kr/news/articleView.html?idxno=74621,https://www.woodkorea.co.kr/news/articleView.html?idxno=74621,"이번 현대백화점 면세점에서 선보이는 제품의 경우 'Horn XO', 'Kissing SALLY', 'Kissing FRAN L', 'Horn LOWELL' 등 <b>뿔테 선글라스</b>부터 메탈 그리고 하금테까지 다양한 선글라스들을 만날 수 있다. 더불어 나인어코드에서 꾸준히... ","Thu, 03 Aug 2023 09:40:00 +0900"
"[사진]작가 소지섭,'<b>선글라스</b> 대신 <b>뿔테</b>로~'",http://osen.mt.co.kr/news/view.html?gid=G1009050045,https://m.entertain.naver.com/article/109/0002135516,5일 오후 서울 광화문 교보문교에서 지난 7월 DMZ 일대에서 촬영한 내용을 수록한 에세이 '소지섭의 길' 출판기념 첫 팬 사인회를 가졌다. 소지섭이 <b>선글라스</b>를 벗고 불테안경을 쓰고 있다. /soul104@osen.co.kr,"Sun, 05 Sep 2010 13:32:00 +0900"
"국내 하우스 브랜드 '나인어코드', 2022년 신상 <b>선글라스</b> 출시",http://www.ksilbo.co.kr/news/articleView.html?idxno=932484,http://www.ksilbo.co.kr/news/articleView.html?idxno=932484,"젊은 층을 겨냥한 타원형 <b>뿔테 선글라스</b> 'Horn LUZ', 독특한 엔드피스 디자인의 캣츠아이 선글라스 'Kissing WENDY R' 모델 등 기존 나인어코드에서 보지 못했던 새로운 형태의 디자인도 단연 돋보인다. 뿐만 아니라... ","Thu, 14 Apr 2022 14:56:00 +0900"
"아이웨어 브랜드 '나인어코드', 현대백화점 울산점에 팝업 스토어 오픈",http://www.kdpress.co.kr/news/articleView.html?idxno=131113,http://www.kdpress.co.kr/news/articleView.html?idxno=131113,"가장 최근에는 아이브의 장원영이 공항패션으로 <b>뿔테 선글라스</b> Horn XO 제품을 착용하였으며, 인기 예능 언니네 산지직송에서 염정아와 안은진이 각각 Horn WOO와 Horn LIME 선글라스를 착용하면서 연예인 선글라스로... ","Mon, 19 Aug 2024 14:46:00 +0900"
[bnt포토] 소녀시대 써니 '<b>뿔테 선글라스</b>로 귀엽게',https://www.bntnews.co.kr/article/view/bnt201406300122,https://www.bntnews.co.kr/article/view/bnt201406300122,그룹 소녀시대가 일본 사이타마에서 열린 'JAPAN 3rd TOUR 2014'을 마치고 30일 오전 김포국제공항으로 입국했다. 소녀시대 써니가 입국하고 있다. 소녀시대(윤아 수영 효연 유리 태연 제시카 티파니 써니 서현)는... ,"Mon, 30 Jun 2014 12:29:00 +0900"
박유천-김재중 '<b>뿔테</b>안경과 <b>선글라스</b>'[포토],http://xportsnews.hankyung.com/?ac=article_view&entry_id=333228,https://m.entertain.naver.com/article/311/0000225375,"2일 오후 서울 광진구 광장동 쉐라톤 워커힐 호텔에서 열린 정석원-백지영 결혼식에 하객으로 참석한 박유천(왼쪽)과 김재중이 포즈를 취하고 있다. 1부 사회는 배우 김성수가, 축가는 성시경과 리쌍이 맡았으며 2부... ","Sun, 02 Jun 2013 17:39:00 +0900"
"[★포토]티아라 '<b>선글라스</b>-<b>뿔테</b>, 공항패션 승자는?'",http://star.moneytoday.co.kr/view/stview.php?no=2012091918192941835&type=1&outlink=1,https://m.entertain.naver.com/article/108/0002170392,"[스타뉴스 인천국제공항=임성균 기자] 걸그룹 티아라 은정과 아름, 지연, 큐리가 홍콩 쇼케이스를 마치고 19일 오후 인천국제공항을 통해 입국하고 있다. 티아라(보람, 지연, 효민, 은정, 큐리, 소연, 아름)의 홍콩 첫... ","Wed, 19 Sep 2012 18:19:00 +0900"
[포토엔]동방신기 ‘<b>뿔테</b>-<b>선글라스</b> 둘 다 멋있네’(공항패션),http://www.newsen.com/news_view.php?uid=201206221444382910,http://www.newsen.com/news_view.php?uid=201206221444382910,[ 동방신기(최강창민 유노윤호)가 KBS 2TV 'K-POP 페스티벌-뮤직뱅크 라이브 인 홍콩 2012'에 참석하기 위해 6월 22일 오후 인천국제공항을 통해 공항패션을 선보이며 출국했다. 이번 'K-POP 페스티벌-뮤직뱅크 라이브 인... ,"Fri, 22 Jun 2012 14:50:00 +0900"
"[TD포토] 카라 구하라, '오늘 패션 포인트는 <b>뿔테 선글라스</b>'",http://tvdaily.co.kr/read.php3?aid=1320711584227167017,http://tvdaily.co.kr/read.php3?aid=1320711584227167017,"[(김포공항)=티브이데일리 서울 도쿄 뮤직 페스티벌 2011에 참석하기 위해 걸그룹 카라가 8일 오전 김포공항을 통해 출국했다. 이번 공연에는 카라(구하라, 강지영, 박규리, 한승연, 니콜), 브아걸(가인, 제아, 미료... ","Tue, 08 Nov 2011 09:20:00 +0900"
[포토]샤이니 키 `헤어밴드·<b>뿔테 선글라스</b>로 공항패션 완성`,http://starin.edaily.co.kr/news/NewsRead.edy?newsid=01239846596279752,https://m.entertain.naver.com/article/018/0002449455,"그룹 샤이니의 키가 `SM타운 라이브 월드 투어 인 파리` 공연차 8일 낮 인천국제공항을 통해 프랑스 파리로 출국하고 있다. 이번 `SM타운 라이브 월드투어 인 파리`는 오는 10, 11일 양일간 프랑스 파리의 `Le Zenith... ","Wed, 08 Jun 2011 13:21:00 +0900"
"[화보]'아카 스타 페스티벌' 전주원, 강렬한 레드 <b>뿔테 선글라스</b>로 포인...",http://bntnews.hankyung.com/apps/news?popup=0&nid=04&c1=04&c2=04&c3=00&nkey=201105112133473&mode=sub_view,https://m.entertain.naver.com/article/015/0002453295,[정시내 인턴기자] 'AKA STAR FESTIVAL(아카 스타 페스티벌)'의 4명의 미녀들의 숨겨뒀던 2차 화보가 공개돼 관심이 모이고 있다. 4인4색 콘셉트로 진행된 화보는 미녀들의 독특하고 아름다운 미모의 마력을 거침없이... ,"Wed, 11 May 2011 21:47:00 +0900"
